ParticipantNo,D_t,W_t,R_t,Repetition,Trial,PressedTime,Hit
1,1.333333,0.4,0.8,1,49,0.7809999,1
1,1.333333,0.2666667,0.8,14,50,0.5600001,1
1,1.333333,0.4,0.8,6,51,0.5469999,1
1,1,0.2,0.8,10,52,0.5689999,0
1,1,0.3,0.8,5,53,0.464,1
1,1,0.3,0.8,16,54,0.548,0
1,1.333333,0.2666667,0.8,17,55,0.621,1
1,1,0.2,0.8,16,56,0.481,0
1,1,0.3,0.8,13,57,0.367,1
1,1,0.3,0.8,3,58,0.504,0
1,1,0.3,0.8,10,59,0.4,1
1,1.333333,0.4,0.8,3,60,0.381,0
1,1.333333,0.2666667,0.8,11,61,0.691,1
1,1.333333,0.2666667,0.8,6,62,0.375,0
1,1,0.3,0.8,6,63,0.476,1
1,1.333333,0.2666667,0.8,15,64,0.542,1
1,1.333333,0.4,0.8,11,65,0.4,0
1,1,0.2,0.8,7,66,0.55,0
1,1,0.3,0.8,7,67,0.492,1
1,1.333333,0.2666667,0.8,13,68,0.803,0
1,1.333333,0.2666667,0.8,1,69,0.663,1
1,1.333333,0.4,0.8,5,70,0.8419999,1
1,1,0.3,0.8,18,71,0.5359999,0
1,1,0.3,0.8,1,72,0.5239999,0
1,1.333333,0.2666667,0.8,7,73,0.591,1
1,1,0.3,0.8,11,74,0.4910001,1
1,1,0.2,0.8,12,75,0.397,1
1,1.333333,0.2666667,0.8,12,76,0.383,0
1,1,0.3,0.8,12,77,0.479,1
1,1,0.3,0.8,14,78,0.468,1
1,1.333333,0.2666667,0.8,19,79,0.5560001,1
1,1,0.2,0.8,4,80,0.489,0
1,1,0.3,0.4,10,81,0.6909999,1
1,1.333333,0.2666667,0.4,4,82,0.971,1
1,1.333333,0.4,0.4,0,83,1.08,1
1,1.333333,0.2666667,0.4,8,84,0.9729999,1
1,1.333333,0.4,0.4,12,85,1.197,1
1,1,0.2,0.4,12,86,0.713,1
1,1,0.2,0.4,2,87,0.7949998,1
1,1.333333,0.2666667,0.4,3,88,1.157,1
1,1,0.2,0.4,14,89,0.873,0
1,1,0.2,0.4,0,90,0.724,1
1,1,0.3,0.4,0,91,0.853,1
1,1,0.2,0.4,15,92,0.8570001,0
1,1.333333,0.2666667,0.4,16,93,1.101,1
1,1,0.2,0.4,7,94,0.7600001,1
1,1,0.3,0.4,14,95,0.8289999,1
1,1.333333,0.4,0.4,14,96,1.133,1
1,1,0.3,0.4,15,97,0.8009999,1
1,1,0.3,0.4,1,98,0.8590001,1
1,1,0.2,0.4,1,99,0.512,0
1,1.333333,0.2666667,0.4,6,100,1.031,1
1,1,0.3,0.4,4,101,0.7869999,1
1,1.333333,0.2666667,0.4,7,102,1.185,1
1,1.333333,0.2666667,0.4,0,103,1.035,1
1,1,0.3,0.4,2,104,0.816,1
1,1.333333,0.2666667,0.4,1,105,1.178,1
1,1.333333,0.4,0.4,17,106,1.108,1
1,1.333333,0.4,0.4,7,107,1.22,1
1,1,0.2,0.4,9,108,0.838,0
1,1.333333,0.4,0.4,3,109,0.9589998,1
1,1,0.2,0.4,11,110,0.546,0
1,1,0.2,0.4,13,111,0.707,1
1,1.333333,0.4,0.4,19,112,0.907,0
1,1,0.2,0.4,5,113,0.7499999,1
1,1.333333,0.4,0.4,10,114,1.058,1
1,1.333333,0.4,0.4,15,115,0.8529999,0
1,1.333333,0.4,0.4,6,116,1.175,1
1,1.333333,0.2666667,0.4,18,117,1.131,1
1,1.333333,0.2666667,0.4,15,118,1.104,1
1,1.333333,0.2666667,0.4,12,119,1.137,1
1,1,0.3,0.4,16,120,0.851,1
1,1,0.3,0.4,19,121,0.9439998,0
1,1,0.3,0.4,5,122,0.6499999,1
1,1,0.3,0.4,7,123,0.771,1
1,1,0.3,0.4,6,124,0.71,1
1,1.333333,0.4,0.4,5,125,1.198,1
1,1.333333,0.2666667,0.4,17,126,1.165,1
1,1,0.3,0.4,18,127,0.854,1
1,1,0.3,0.4,17,128,0.806,1
1,1.333333,0.2666667,0.4,13,129,1.444,0
1,1,0.2,0.4,4,130,0.76,1
1,1,0.2,0.4,16,131,0.7,1
1,1,0.2,0.4,18,132,0.691,1
1,1.333333,0.2666667,0.4,19,133,1.028,1
1,1.333333,0.2666667,0.4,5,134,1.014,1
1,1,0.2,0.4,6,135,0.79,1
1,1.333333,0.4,0.4,2,136,1.141,1
1,1,0.2,0.4,10,137,0.8769999,0
1,1.333333,0.4,0.4,18,138,1.085,1
1,1.333333,0.4,0.4,4,139,1.18,1
1,1,0.2,0.4,8,140,0.8,1
1,1.333333,0.2666667,0.4,10,141,0.981,1
1,1,0.3,0.4,13,142,0.6810001,1
1,1.333333,0.2666667,0.4,14,143,1.085,1
1,1.333333,0.2666667,0.4,9,144,1.077,1
1,1.333333,0.2666667,0.4,11,145,1.036,1
1,1.333333,0.4,0.4,11,146,1.146,1
1,1.333333,0.4,0.4,9,147,1.159,1
1,1,0.3,0.4,11,148,0.7979999,1
1,1,0.3,0.4,8,149,0.8000001,1
1,1,0.3,0.4,12,150,0.76,1
1,1,0.3,0.4,3,151,0.853,1
1,1,0.2,0.4,19,152,0.8,1
1,1,0.2,0.4,3,153,0.8239999,0
1,1.333333,0.2666667,0.4,2,154,0.893,0
1,1.333333,0.4,0.4,13,155,1.04,1
1,1.333333,0.4,0.4,8,156,0.9909999,1
1,1,0.2,0.4,17,157,0.742,1
1,1,0.3,0.4,9,158,0.7899999,1
1,1.333333,0.4,0.4,1,159,1.148,1
1,1.333333,0.4,0.4,16,160,1.01,1
1,1.333333,0.2666667,0.6,0,161,0.5919999,0
1,1.333333,0.2666667,0.6,1,162,0.8149999,1
1,1,0.3,0.6,17,163,0.6669999,1
1,1,0.2,0.6,1,164,0.481,1
1,1.333333,0.2666667,0.6,17,165,0.787,1
1,1.333333,0.2666667,0.6,9,166,0.61,0
1,1.333333,0.2666667,0.6,15,167,0.675,0
1,1.333333,0.4,0.6,5,168,0.9499999,1
1,1.333333,0.2666667,0.6,5,169,0.9199998,1
1,1.333333,0.4,0.6,19,170,0.8329999,1
1,1,0.3,0.6,13,171,0.708,0
1,1,0.3,0.6,11,172,0.513,1
1,1,0.2,0.6,19,173,0.507,1
1,1.333333,0.4,0.6,11,174,0.841,1
1,1.333333,0.2666667,0.6,16,175,0.799,1
1,1,0.2,0.6,17,176,0.6100001,0
1,1,0.2,0.6,10,177,0.46,1
1,1,0.2,0.6,7,178,0.507,1
1,1,0.3,0.6,5,179,0.537,1
1,1.333333,0.2666667,0.6,3,180,0.54,0
1,1.333333,0.2666667,0.6,13,181,0.7779999,1
1,1.333333,0.2666667,0.6,11,182,0.7729999,1
1,1,0.2,0.6,8,183,0.587,1
1,1.333333,0.2666667,0.6,10,184,0.606,0
1,1.333333,0.4,0.6,4,185,0.7919999,1
1,1,0.3,0.6,0,186,0.632,1
1,1,0.2,0.6,12,187,0.5519999,1
1,1,0.3,0.6,10,188,0.6299999,1
1,1.333333,0.2666667,0.6,8,189,0.8799999,1
1,1,0.3,0.6,8,190,0.583,1
1,1,0.3,0.6,3,191,0.5699999,1
1,1.333333,0.2666667,0.6,7,192,0.9299999,1
1,1,0.2,0.6,6,193,0.5860001,1
1,1.333333,0.4,0.6,9,194,0.795,1
1,1,0.2,0.6,3,195,0.7479999,0
1,1,0.3,0.6,7,196,0.665,1
1,1.333333,0.4,0.6,0,197,1.031,1
1,1,0.2,0.6,9,198,0.642,0
1,1,0.3,0.6,19,199,0.57,1
1,1,0.2,0.6,14,200,0.5620001,1
1,1,0.2,0.6,2,201,0.498,1
1,1,0.3,0.6,1,202,0.545,1
1,1.333333,0.4,0.6,8,203,0.814,1
1,1.333333,0.4,0.6,13,204,0.761,1
1,1,0.2,0.6,15,205,0.475,1
1,1.333333,0.4,0.6,12,206,0.7829999,1
1,1,0.2,0.6,0,207,0.56,1
1,1.333333,0.4,0.6,1,208,0.804,1
1,1.333333,0.2666667,0.6,2,209,0.7480001,1
1,1.333333,0.2666667,0.6,4,210,0.542,0
1,1.333333,0.4,0.6,17,211,0.6120001,0
1,1,0.2,0.6,18,212,0.5789999,1
1,1.333333,0.2666667,0.6,18,213,0.6159999,0
1,1,0.2,0.6,13,214,0.59,1
1,1.333333,0.4,0.6,16,215,0.881,1
1,1,0.2,0.6,16,216,0.674,0
1,1,0.3,0.6,12,217,0.522,1
1,1.333333,0.4,0.6,7,218,0.802,1
1,1.333333,0.4,0.6,18,219,0.724,0
1,1.333333,0.4,0.6,3,220,0.6389999,0
1,1.333333,0.4,0.6,10,221,0.9360002,1
1,1.333333,0.4,0.6,14,222,0.92,1
1,1,0.3,0.6,18,223,0.7099999,0
1,1.333333,0.2666667,0.6,19,224,0.713,0
1,1.333333,0.4,0.6,15,225,0.9020001,1
1,1.333333,0.2666667,0.6,14,226,0.8930001,1
1,1,0.3,0.6,4,227,0.546,1
1,1,0.2,0.6,4,228,0.562,1
1,1,0.3,0.6,6,229,0.5409999,1
1,1,0.3,0.6,16,230,0.641,1
1,1,0.3,0.6,2,231,0.512,1
1,1,0.3,0.6,9,232,0.599,1
1,1.333333,0.4,0.6,6,233,0.677,0
1,1.333333,0.2666667,0.6,6,234,1.001,0
1,1.333333,0.2666667,0.6,12,235,0.692,0
1,1.333333,0.4,0.6,2,236,0.8269999,1
1,1,0.3,0.6,15,237,0.647,1
1,1,0.2,0.6,5,238,0.516,1
1,1,0.3,0.6,14,239,0.5679999,1
1,1,0.2,0.6,11,240,0.6809999,0
2,1.333333,0.4,0.6,6,1,0.8847001,1
2,1,0.2,0.6,14,2,0.7011999,0
2,1,0.3,0.6,19,3,0.4668,1
2,1.333333,0.2666667,0.6,10,4,0.8178999,1
2,1,0.2,0.6,3,5,0.5171,1
2,1.333333,0.4,0.6,10,6,0.734,1
2,1.333333,0.2666667,0.6,9,7,0.8841,1
2,1.333333,0.4,0.6,18,8,0.8837999,1
2,1,0.2,0.6,9,9,0.6509,0
2,1.333333,0.4,0.6,17,10,0.7674,1
2,1,0.2,0.6,18,11,0.6169,0
2,1.333333,0.2666667,0.6,8,12,0.6676,0
2,1,0.3,0.6,2,13,0.6835,1
2,1.333333,0.2666667,0.6,11,14,0.7847999,1
2,1.333333,0.4,0.6,15,15,0.9847,1
2,1.333333,0.4,0.6,8,16,0.9012,1
2,1,0.3,0.6,16,17,0.7177,0
2,1,0.2,0.6,1,18,0.6006999,0
2,1,0.2,0.6,0,19,0.6337001,0
2,1,0.3,0.6,10,20,0.6004,1
2,1,0.3,0.6,17,21,0.5007,1
2,1.333333,0.4,0.6,16,22,0.935,1
2,1,0.2,0.6,16,23,0.5848999,1
2,1,0.2,0.6,4,24,0.5543,1
2,1,0.2,0.6,7,25,0.5553001,1
2,1.333333,0.2666667,0.6,12,26,0.6837,0
2,1,0.3,0.6,5,27,0.6171,1
2,1.333333,0.2666667,0.6,4,28,0.8892999,1
2,1,0.2,0.6,6,29,0.6163999,0
2,1.333333,0.4,0.6,13,30,0.6665001,0
2,1.333333,0.2666667,0.6,18,31,0.7678999,1
2,1.333333,0.2666667,0.6,16,32,0.8842,1
2,1.333333,0.4,0.6,9,33,0.9352,1
2,1,0.3,0.6,3,34,0.6173,1
2,1,0.3,0.6,7,35,0.5833,1
2,1,0.3,0.6,11,36,0.7684001,0
2,1.333333,0.4,0.6,2,37,0.6674001,0
2,1,0.3,0.6,14,38,0.7005998,0
2,1,0.2,0.6,17,39,0.5835999,1
2,1,0.2,0.6,8,40,0.5831999,1
2,1,0.3,0.6,8,41,0.7174002,0
2,1,0.3,0.6,0,42,0.5334,1
2,1.333333,0.2666667,0.6,7,43,0.9013,1
2,1,0.3,0.6,15,44,0.6501999,1
2,1.333333,0.2666667,0.6,17,45,0.6508999,0
2,1.333333,0.2666667,0.6,6,46,0.8009,1
2,1.333333,0.2666667,0.6,2,47,1.0696,0
2,1.333333,0.4,0.6,3,48,0.9339,1
2,1.333333,0.4,0.6,7,49,1.0514,1
2,1,0.2,0.6,12,50,0.5989999,1
2,1.333333,0.2666667,0.6,13,51,0.9341,1
2,1.333333,0.4,0.6,11,52,0.9513,1
2,1,0.2,0.6,11,53,0.6343,0
2,1.333333,0.2666667,0.6,0,54,0.7176,0
2,1.333333,0.4,0.6,12,55,0.9175001,1
2,1,0.2,0.6,10,56,0.6673,0
2,1,0.3,0.6,4,57,0.5836001,1
2,1,0.3,0.6,1,58,0.6174001,1
2,1.333333,0.4,0.6,0,59,0.8509001,1
2,1,0.3,0.6,9,60,0.7336,0
2,1,0.2,0.6,2,61,0.5674,1
2,1,0.3,0.6,13,62,0.5006,1
2,1.333333,0.4,0.6,1,63,0.9513002,1
2,1.333333,0.4,0.6,5,64,0.9676999,1
2,1,0.2,0.6,5,65,0.4837,1
2,1,0.3,0.6,18,66,0.5343001,1
2,1,0.2,0.6,15,67,0.4502,1
2,1.333333,0.4,0.6,19,68,0.9013001,1
2,1.333333,0.2666667,0.6,19,69,0.3167,0
2,1.333333,0.4,0.6,14,70,0.9173,1
2,1,0.2,0.6,13,71,0.5003,1
2,1.333333,0.2666667,0.6,14,72,0.9005998,1
2,1,0.3,0.6,12,73,0.6682,1
2,1.333333,0.2666667,0.6,1,74,0.8676,1
2,1.333333,0.2666667,0.6,3,75,0.6349999,0
2,1,0.3,0.6,6,76,0.6006999,1
2,1.333333,0.2666667,0.6,15,77,0.9677998,1
2,1.333333,0.2666667,0.6,5,78,0.8507,1
2,1,0.2,0.6,19,79,0.6837001,0
2,1.333333,0.4,0.6,4,80,1.0516,1
2,1,0.3,0.8,0,81,0.3667,1
2,1,0.3,0.8,15,82,0.4337,1
2,1,0.3,0.8,4,83,0.3347,1
2,1,0.2,0.8,4,84,0.3661,1
2,1.333333,0.2666667,0.8,6,85,0.3164,0
2,1,0.3,0.8,19,86,0.4176,1
2,1.333333,0.2666667,0.8,19,87,0.5675,1
2,1.333333,0.4,0.8,12,88,0.634,1
2,1.333333,0.2666667,0.8,0,89,0.3276,0
2,1,0.3,0.8,9,90,0.4339,1
2,1.333333,0.2666667,0.8,4,91,0.9019002,0
2,1,0.2,0.8,11,92,0.5341001,0
2,1.333333,0.2666667,0.8,16,93,0.4998,0
2,1.333333,0.2666667,0.8,5,94,0.6672,1
2,1,0.3,0.8,8,95,0.3835,1
2,1.333333,0.2666667,0.8,18,96,0.7005001,1
2,1,0.3,0.8,18,97,0.4334,1
2,1.333333,0.4,0.8,3,98,0.7513,1
2,1,0.3,0.8,11,99,0.5502999,0
2,1,0.3,0.8,3,100,0.404,1
2,1.333333,0.4,0.8,16,101,0.8178,1
2,1,0.2,0.8,14,102,0.4837999,0
2,1,0.3,0.8,13,103,0.3672,1
2,1,0.2,0.8,7,104,0.4678,0
2,1.333333,0.2666667,0.8,3,105,0.35,0
2,1,0.2,0.8,3,106,0.3663,1
2,1,0.2,0.8,2,107,0.3338,1
2,1,0.2,0.8,8,108,0.3336,1
2,1.333333,0.4,0.8,6,109,0.4167,0
2,1,0.2,0.8,13,110,0.334,1
2,1,0.3,0.8,7,111,0.3503,1
2,1,0.2,0.8,12,112,0.4505,0
2,1,0.2,0.8,17,113,0.3838,1
2,1,0.2,0.8,16,114,0.3166,1
2,1,0.3,0.8,14,115,0.3671,1
2,1.333333,0.4,0.8,17,116,0.4842,0
2,1,0.3,0.8,16,117,0.4839,1
2,1.333333,0.2666667,0.8,17,118,0.3665,0
2,1,0.2,0.8,9,119,0.3173,1
2,1.333333,0.4,0.8,4,120,0.8004,1
2,1.333333,0.4,0.8,1,121,0.6507,1
2,1.333333,0.2666667,0.8,15,122,0.5839,1
2,1.333333,0.4,0.8,5,123,0.83,1
2,1.333333,0.4,0.8,19,124,0.7176999,1
2,1.333333,0.4,0.8,0,125,0.3837,0
2,1.333333,0.2666667,0.8,7,126,0.5839,1
2,1,0.3,0.8,2,127,0.5188,0
2,1.333333,0.2666667,0.8,14,128,0.4501,0
2,1.333333,0.4,0.8,14,129,0.8014001,1
2,1,0.2,0.8,6,130,0.4674,0
2,1.333333,0.2666667,0.8,8,131,0.3831,0
2,1.333333,0.4,0.8,11,132,0.8505,1
2,1,0.2,0.8,10,133,0.3984,1
2,1.333333,0.4,0.8,13,134,0.5664,1
2,1,0.3,0.8,1,135,0.4504,1
2,1,0.2,0.8,15,136,0.3338,1
2,1.333333,0.2666667,0.8,11,137,0.3335,0
2,1.333333,0.2666667,0.8,12,138,0.6677001,1
2,1,0.3,0.8,6,139,0.4501,1
2,1.333333,0.4,0.8,7,140,0.734,1
2,1.333333,0.4,0.8,8,141,0.6664,1
2,1,0.3,0.8,17,142,0.3328,1
2,1,0.2,0.8,0,143,0.3333,1
2,1,0.3,0.8,10,144,0.4166,1
2,1,0.3,0.8,12,145,0.4502,1
2,1,0.2,0.8,19,146,0.4987001,0
2,1,0.2,0.8,18,147,0.7391999,0
2,1.333333,0.2666667,0.8,2,148,0.5853,1
2,1,0.2,0.8,5,149,0.368,1
2,1.333333,0.2666667,0.8,13,150,0.3333,0
2,1,0.2,0.8,1,151,0.3826,1
2,1.333333,0.4,0.8,2,152,0.3501,0
2,1.333333,0.4,0.8,9,153,0.5134,0
2,1.333333,0.4,0.8,18,154,0.766,1
2,1.333333,0.4,0.8,10,155,0.7340999,1
2,1.333333,0.2666667,0.8,1,156,0.6503,1
2,1.333333,0.4,0.8,15,157,0.4826,0
2,1.333333,0.2666667,0.8,10,158,0.3504,0
2,1,0.3,0.8,5,159,0.5174,0
2,1.333333,0.2666667,0.8,9,160,0.7004,1
2,1.333333,0.4,0.4,12,161,1.2677,1
2,1,0.3,0.4,7,162,0.8007001,1
2,1,0.2,0.4,1,163,0.7846999,1
2,1,0.3,0.4,5,164,0.7673001,1
2,1,0.2,0.4,16,165,1.025733,0
2,1,0.2,0.4,7,166,0.5836,0
2,1,0.3,0.4,2,167,0.6512,1
2,1.333333,0.2666667,0.4,17,168,0.9843999,1
2,1,0.3,0.4,3,169,0.867,1
2,1,0.3,0.4,9,170,0.7836,1
2,1.333333,0.4,0.4,11,171,0.9511999,1
2,1.333333,0.2666667,0.4,12,172,1.0672,1
2,1.333333,0.4,0.4,14,173,1.2,1
2,1.333333,0.4,0.4,3,174,1.1679,1
2,1.333333,0.2666667,0.4,6,175,1.1678,1
2,1,0.2,0.4,0,176,0.7173,1
2,1,0.2,0.4,10,177,0.7007999,1
2,1.333333,0.2666667,0.4,3,178,1.0342,1
2,1.333333,0.2666667,0.4,7,179,1.0681,1
2,1.333333,0.2666667,0.4,9,180,1.0338,1
2,1,0.2,0.4,2,181,0.7512,1
2,1,0.3,0.4,1,182,0.7194,1
2,1.333333,0.2666667,0.4,13,183,1.0511,1
2,1.333333,0.4,0.4,15,184,1.1513,1
2,1,0.2,0.4,15,185,0.7338,1
2,1,0.3,0.4,0,186,0.8841001,1
2,1.333333,0.4,0.4,6,187,1.1843,1
2,1,0.2,0.4,14,188,0.7003999,1
2,1.333333,0.2666667,0.4,5,189,1.1007,1
2,1.333333,0.4,0.4,5,190,1.1512,1
2,1.333333,0.4,0.4,7,191,1.0679,1
2,1,0.2,0.4,4,192,0.8505,0
2,1.333333,0.4,0.4,10,193,0.9344999,1
2,1.333333,0.4,0.4,0,194,1.0683,1
2,1.333333,0.4,0.4,1,195,1.1516,1
2,1,0.3,0.4,15,196,0.8176,1
2,1,0.3,0.4,10,197,0.8012002,1
2,1,0.2,0.4,9,198,0.6508,1
2,1,0.3,0.4,16,199,0.684,1
2,1,0.3,0.4,11,200,0.7344,1
2,1.333333,0.2666667,0.4,14,201,0.8345001,0
2,1.333333,0.2666667,0.4,11,202,0.7840999,0
2,1.333333,0.4,0.4,18,203,1.0512,1
2,1,0.2,0.4,11,204,0.7006,1
2,1,0.2,0.4,3,205,0.7006001,1
2,1.333333,0.2666667,0.4,15,206,1.0848,1
2,1,0.3,0.4,8,207,0.8175,1
2,1,0.2,0.4,13,208,0.6504,1
2,1,0.2,0.4,18,209,0.7506999,1
2,1.333333,0.2666667,0.4,0,210,0.9843,1
2,1.333333,0.2666667,0.4,4,211,0.9346001,1
2,1.333333,0.4,0.4,2,212,1.025,1
2,1.333333,0.4,0.4,13,213,1.0662,1
2,1.333333,0.2666667,0.4,16,214,0.9494002,1
2,1.333333,0.4,0.4,8,215,0.9673001,1
2,1,0.3,0.4,12,216,0.6836,1
2,1.333333,0.4,0.4,17,217,1.0517,1
2,1,0.3,0.4,19,218,0.684,1
2,1.333333,0.4,0.4,9,219,1.0177,1
2,1,0.3,0.4,14,220,0.7839001,1
2,1.333333,0.2666667,0.4,18,221,0.8841001,0
2,1,0.3,0.4,17,222,0.6845002,1
2,1,0.2,0.4,6,223,0.7007001,1
2,1.333333,0.2666667,0.4,1,224,0.9678999,1
2,1,0.2,0.4,8,225,0.7173001,1
2,1.333333,0.4,0.4,16,226,0.9338,1
2,1.333333,0.2666667,0.4,8,227,0.9506,1
2,1,0.3,0.4,4,228,0.7175,1
2,1,0.2,0.4,17,229,0.6677001,1
2,1,0.3,0.4,13,230,0.6668,1
2,1,0.3,0.4,18,231,0.7335,1
2,1.333333,0.4,0.4,4,232,0.9012,0
2,1,0.2,0.4,5,233,0.6161,1
2,1.333333,0.2666667,0.4,2,234,0.9012999,0
2,1,0.2,0.4,19,235,0.7010999,1
2,1.333333,0.4,0.4,19,236,1.0512,1
2,1,0.2,0.4,12,237,0.6673001,1
2,1.333333,0.2666667,0.4,19,238,0.9843001,1
2,1,0.3,0.4,6,239,0.6673001,1
2,1.333333,0.2666667,0.4,10,240,1.0843,1
3,1,0.3,0.4,11,1,0.8889,1
3,1.333333,0.2666667,0.4,1,2,1.1729,1
3,1,0.2,0.4,9,3,0.7747999,1
3,1,0.3,0.4,16,4,0.731,1
3,1.333333,0.4,0.4,13,5,1.0822,1
3,1,0.2,0.4,15,6,0.8184,0
3,1,0.2,0.4,2,7,0.8555999,0
3,1,0.2,0.4,1,8,0.7937,1
3,1.333333,0.4,0.4,6,9,1.0896,1
3,1,0.3,0.4,5,10,0.7416,1
3,1.333333,0.2666667,0.4,3,11,1.0678,1
3,1.333333,0.4,0.4,11,12,1.1701,1
3,1,0.3,0.4,3,13,0.783,1
3,1,0.2,0.4,18,14,0.7866001,1
3,1,0.3,0.4,13,15,0.8044,1
3,1.333333,0.4,0.4,0,16,1.013,1
3,1,0.2,0.4,19,17,0.9154,0
3,1,0.2,0.4,3,18,0.6689,1
3,1,0.2,0.4,12,19,0.7284001,1
3,1.333333,0.4,0.4,8,20,1.0631,1
3,1,0.2,0.4,8,21,0.7594,1
3,1,0.3,0.4,19,22,0.711,1
3,1.333333,0.4,0.4,16,23,1.0989,1
3,1.333333,0.2666667,0.4,12,24,1.0907,1
3,1.333333,0.2666667,0.4,18,25,1.2147,0
3,1.333333,0.2666667,0.4,11,26,1.047,1
3,1.333333,0.2666667,0.4,15,27,1.1364,1
3,1,0.3,0.4,1,28,0.8287,1
3,1,0.3,0.4,10,29,0.6572,1
3,1.333333,0.4,0.4,17,30,0.9842,1
3,1.333333,0.2666667,0.4,10,31,1.0363,1
3,1.333333,0.4,0.4,15,32,1.1576,1
3,1,0.3,0.4,8,33,0.8119999,1
3,1,0.3,0.4,0,34,0.7928,1
3,1.333333,0.2666667,0.4,19,35,1.0883,1
3,1.333333,0.4,0.4,4,36,1.0636,1
3,1,0.3,0.4,18,37,0.7506,1
3,1,0.3,0.4,7,38,0.8445,1
3,1,0.2,0.4,16,39,0.8239999,0
3,1,0.2,0.4,10,40,0.7201,1
3,1,0.2,0.4,6,41,0.8224,0
3,1,0.3,0.4,17,42,0.6377,1
3,1.333333,0.2666667,0.4,2,43,1.1841,1
3,1.333333,0.2666667,0.4,9,44,0.9046,0
3,1.333333,0.4,0.4,3,45,1.0127,1
3,1.333333,0.2666667,0.4,7,46,1.063,1
3,1,0.3,0.4,2,47,0.9079001,0
3,1.333333,0.2666667,0.4,4,48,1.0829,1
3,1.333333,0.2666667,0.4,14,49,0.9223,0
3,1.333333,0.4,0.4,7,50,0.9009999,0
3,1.333333,0.4,0.4,5,51,1.0925,1
3,1,0.3,0.4,6,52,0.8602,1
3,1.333333,0.4,0.4,12,53,1.1718,1
3,1,0.2,0.4,13,54,0.7749,1
3,1,0.2,0.4,17,55,0.7635,1
3,1.333333,0.2666667,0.4,6,56,0.9827001,1
3,1.333333,0.4,0.4,9,57,1.1298,1
3,1,0.3,0.4,14,58,0.9392,0
3,1.333333,0.2666667,0.4,8,59,0.9395,1
3,1,0.2,0.4,11,60,0.7019,1
3,1.333333,0.2666667,0.4,0,61,1.0254,1
3,1,0.2,0.4,4,62,0.7603,1
3,1.333333,0.2666667,0.4,16,63,1.1477,1
3,1.333333,0.4,0.4,19,64,0.9097,0
3,1.333333,0.2666667,0.4,5,65,1.1038,1
3,1,0.2,0.4,14,66,0.9488001,0
3,1.333333,0.4,0.4,18,67,1.0706,1
3,1.333333,0.2666667,0.4,13,68,0.9156001,0
3,1,0.2,0.4,7,69,0.7686,1
3,1,0.2,0.4,5,70,0.7101001,1
3,1,0.3,0.4,15,71,0.8387001,1
3,1,0.3,0.4,12,72,0.8972,1
3,1.333333,0.4,0.4,1,73,1.0857,1
3,1,0.3,0.4,4,74,0.7995,1
3,1,0.2,0.4,0,75,0.9432,0
3,1.333333,0.4,0.4,10,76,1.1413,1
3,1.333333,0.4,0.4,14,77,1.1301,1
3,1.333333,0.4,0.4,2,78,1.0689,1
